Record_type,Cluster_number,Size,Match_orientation,NU,NU,NU,NU,ASV_ID,OUT97_ID
S,261,125,*,*,*,*,*,27e92769e9b8071a5be2cb334e5a28c0,*
S,262,38,*,*,*,*,*,27fafff7051887106b3df702854bb7f7,*
S,263,73,*,*,*,*,*,286a11538debd6702085d442d7695bca,*
H,2,53,100,+,0,0,53M71I,2880981d99604696408f52c02411d4b2,0037933431c19554df9a45e86c45778a
H,16,125,98.4,+,0,0,125M,2882f5850b121e64194b76247f39e9e3,01955224fb6a90a09007cb1c79bd6ccb
S,264,125,*,*,*,*,*,2887812a7481fc9662cc90f3281baf93,*
S,265,125,*,*,*,*,*,288de55a119a447577b417b535d8fc8b,*
S,266,39,*,*,*,*,*,28b6fc9b67f6921b12efba128c7bb697,*
S,267,125,*,*,*,*,*,28c7b517075c32e997dc8e5649022db6,*
H,16,125,97.6,+,0,0,125M,29065b92743fd9effbab87fe99e2ad8c,01955224fb6a90a09007cb1c79bd6ccb
S,268,125,*,*,*,*,*,2923c134ced9c70306384a297688eb3c,*
S,269,124,*,*,*,*,*,2923d8d96e04ee7e0ca93bcfb19c3b59,*
S,270,125,*,*,*,*,*,292e81b6b11bb39025e4d9c597d0444f,*
H,149,105,100,+,0,0,2D103M22I,293994d602ae2c4ed7f4ef1b1d86dc77,13867a85875bfb84645534b2b580feb6
S,271,125,*,*,*,*,*,293ee1d2e99aa86b89b46f3100e4bc24,*
S,272,51,*,*,*,*,*,2959be60a0a855df81b1981023d5b9b1,*
H,161,125,99.2,+,0,0,125M,2975345ec7a9cce88ac3aa7defd205a8,14f114d5cdb914725fba1a30871eebb3
H,235,32,100,+,0,0,32M28I,297f82297103ffe478871bca7d48deef,2218780038a849888b9437a50c5ef54e
S,273,125,*,*,*,*,*,29ae3c25f49ce879ca94ae8255808678,*
S,274,125,*,*,*,*,*,2a13ab4cbf7ee29aff0dfa263b2fd769,*
S,275,125,*,*,*,*,*,2a2882b977e41d06f25ad168571fa0d9,*
S,276,125,*,*,*,*,*,2a5a430179a273acf6e67e65b5a02081,*
S,277,125,*,*,*,*,*,2a5e8475d6e99464691039b1549c3f83,*
H,161,125,98.4,+,0,0,125M,2a61fa6383dcdc834a1c87240914dda6,14f114d5cdb914725fba1a30871eebb3
H,47,125,99.2,+,0,0,125M,2a989475cc1be7e58fee69ed5827cd47,05c283dd3112321b535ae383dcb44a46
S,278,125,*,*,*,*,*,2ab90a26b409d05c76ac14dbf1eef009,*
S,279,125,*,*,*,*,*,2ade544b640479180cbf9b7a9108aec3,*
H,165,125,98.4,+,0,0,125M,2b0d95c27dad565d4e416c340c7df907,159baeb30eedc122c2cd7cf70a3bf659
S,280,96,*,*,*,*,*,2b2091e83fb0266b721da8313dd78835,*
S,281,125,*,*,*,*,*,2b292d4445583d17a36428aff6e4fb7e,*
H,63,125,98.1,+,0,0,52M73D,2b45608bc3bb4c1d4d757738e06dc7d9,07cb106d5522d3d5ed7b680af98bd525
H,152,66,100,+,0,0,23D43M82I,2b48720e2b51f51612f05feb77d57259,13a221882599211128cd2e854e2a8568
H,193,124,100,+,0,0,53M71D,2b66f03f816eee0c0ae4b573f03cddd0,1bd6fdf901c28cab1cafacbc73206e69
H,148,125,99.2,+,0,0,125MI,2bb6701f81130218f804ff2a515a5b5e,137ee5fe71420615705e5d533327b574
S,282,125,*,*,*,*,*,2bcbae0d3343b2cc172d071987b7b4e8,*
H,16,125,97.6,+,0,0,125M,2bff945d11f1fb6383ecc5434315f33c,01955224fb6a90a09007cb1c79bd6ccb
H,71,125,99.2,+,0,0,125M,2c1c2d6e74ffa45ce3ed16c535a47bdd,08fa7c9053630246a245e00f48d29138
S,283,125,*,*,*,*,*,2c220d47dabc3536d6d2736a3ba61253,*
H,134,53,100,+,0,0,53M8I,2c2f0e4679c43638ad12d883e6c5382f,11b243d61793800b6f802e876a8f2047
H,251,125,99.2,+,0,0,125M,2c41eef59c6562fa32c1542c6bc28a85,25384c1fbce0b5a22fc02b65c4a41ac6
S,284,125,*,*,*,*,*,2c64946ccf945b780e7e9cb423c155de,*
H,34,52,100,+,0,0,49M3D,2c872c108e0903b3ec9510a3ac4f7782,038d8b9bbee28e7274ff6e75aadeed55
S,285,125,*,*,*,*,*,2c89240bea7ce4d8e8309a61eebcdfab,*
S,286,51,*,*,*,*,*,2c97198f28dbe20a5376369e4b321e53,*
H,59,125,97.6,+,0,0,125M,2c9bc23efb4243dea05120f926148d32,070e02586d0e9b3c00c9cd2eed34b054
H,16,125,97.6,+,0,0,125M,2ca04349a43c92a78f748605c4a4348a,01955224fb6a90a09007cb1c79bd6ccb
S,287,40,*,*,*,*,*,2cb067111f2724cf62a6cfbeeac0176e,*
S,288,125,*,*,*,*,*,2cd7018046a486b790e7f3c3eadbc8dc,*
S,289,125,*,*,*,*,*,2cfeaae34433a38befe6c096cee8ab00,*
H,81,125,100,+,0,0,2I123M2D,2d35c3e2bebc30fc5de25766d510c4d7,0a3c18792080fd27e500f454b3f0ac39
S,290,124,*,*,*,*,*,2d3c2660ae0a14b106cd821d502a0dcc,*
S,291,124,*,*,*,*,*,2d40b3dbc030894af0c4eb31a54251ee,*
H,198,39,100,+,0,0,39M10I,2d51df1737a9c2f964de99844138ba23,1cd6428fed300dc7694a032dbef19b5d
H,178,125,100,+,0,0,I124MD,2d71207b1c2dddb175a863102b38c2dc,18d64080180501073ac76e42d5135c21
S,292,125,*,*,*,*,*,2d97696240aaca70ecf85a6b1eb7503e,*
S,293,125,*,*,*,*,*,2e0c8abdd4c13a7e6f7ac7f6c0398b3e,*
S,294,125,*,*,*,*,*,2e18a4d750faeee4c9551e801d67e47e,*
H,36,125,99.2,+,0,0,125M,2e1b2777bfa95c35382ddcd3103a03b8,03d445ec208058b3f82567f64a231930
H,238,61,98.4,+,0,0,61M,2e56ae5a96bb71ca537952e7ab00562b,2323f2ebdf27fbcf134aabeeaf69c520
H,238,53,98.1,+,0,0,53M8I,2e8aebdce625f00fbbc6d8590ff56271,2323f2ebdf27fbcf134aabeeaf69c520
S,295,125,*,*,*,*,*,2e8e999a26400f9fa824ceb91b31b510,*
S,296,66,*,*,*,*,*,2e9fe977b849167f443479f00d21d24b,*
S,297,60,*,*,*,*,*,2eb80cbb7c46598a3c76efbc48459d63,*
S,298,125,*,*,*,*,*,2ef913b056594e72a89271f713555453,*
S,299,125,*,*,*,*,*,2efb00d18b957d5743379ffd87899715,*
S,300,117,*,*,*,*,*,2efcdf485796588ec726ce7a6fd49d7b,*
H,97,125,100,+,0,0,54M71D,2f114da8a8f42e15ba7373ee5829b278,0c293e975f86f4e24d5474afbce6681a
H,244,125,98.9,+,0,0,24I87M38D,2f246920d98e1107d8a7e7e417887090,2380dac3891316d7661743b63907ae34
S,301,56,*,*,*,*,*,2f41eb769dd0525f1924833a2adf5e4c,*
S,302,125,*,*,*,*,*,2f8039d3c340bae2e6db94cb07f20c89,*
S,303,125,*,*,*,*,*,2f8afff266722458b471484c9c734519,*
H,112,125,97.6,+,0,0,125M,2ff6391b5db35b603344dd60b7c50f19,0eaeeda78b6663cf7bb51550dc0ad865
S,304,125,*,*,*,*,*,300f7c7df6ad3bd36682f24f4f1bc689,*
H,94,53,100,+,0,0,53M29I,3024395b3bd7ee037a64d124d46e45f3,0bc2155d719e35e422f97bba9927ef4c
S,305,125,*,*,*,*,*,303b17aa240f08363714486cfad1e52d,*
H,187,125,100,+,0,0,21I43M82D,308402fa494fd3c67e62c9292e4d390c,1a106c443e064990d009a7e99ea96d2a
S,306,54,*,*,*,*,*,309160031d2a7a6f965ff31e8f795ca1,*
H,241,125,98.5,+,0,0,21I66M59D,30aa8f335722f0cbfdf22da4ad89599f,235c2fc2244bab7856f7666991057a73
S,307,125,*,*,*,*,*,30b25500ab4f563c46fdebcdf17a2b14,*
S,308,125,*,*,*,*,*,310c86f261b6b658d29a20dedebed882,*
H,162,53,100,+,0,0,52MD,314ff20dac8a97933a379de90f90bba2,15175c594553539e773e8e70e514a2f9
S,309,125,*,*,*,*,*,317ce96695d253a4464ab2581e700a54,*
S,310,125,*,*,*,*,*,31913bca553fdea97797ac6f5f26470a,*
S,311,85,*,*,*,*,*,31ac8616ea52c60927f3041fe309c9b6,*
S,312,49,*,*,*,*,*,31aca6c075e4cc2489425f1874f868c2,*
H,131,48,100,+,0,0,48MI,31c0d68c871a520a6843228d40e2df99,11623cca36848e23b3b061f2afcb86f8
S,313,125,*,*,*,*,*,325aff94b8cfce8b075f42cd6aec2f1c,*
S,314,125,*,*,*,*,*,327be2b39f22acc01a29542b29e1b796,*
S,315,125,*,*,*,*,*,32aafc68ae0fc75d339165c97d7bdc9b,*
H,251,125,100,+,0,0,2I123M2D,32b11efd11e2ea4412f04e3801286960,25384c1fbce0b5a22fc02b65c4a41ac6
H,118,125,99.2,+,0,0,125M,334b164fe7e716164611a221b4f563e9,0f5fcef13c08263e05a93aa10914baa0
S,316,125,*,*,*,*,*,33e928029c04cd943226b09aec3ca3bc,*
S,317,125,*,*,*,*,*,33f7c0848b6d47f2390d3b6439eba1a9,*
S,318,54,*,*,*,*,*,3406a24ae55edfae59f6708fbc52c0db,*
S,319,125,*,*,*,*,*,3418813c53b35a3b268f060e53e2ec04,*
H,36,125,99.2,+,0,0,I124MD,34844500eb2e6136da1b37961593dab2,03d445ec208058b3f82567f64a231930
S,320,125,*,*,*,*,*,34aeecac952debfcf5e7c4ee22dba111,*
H,163,125,98.4,+,0,0,47MI77MD,34d0ad47e28d7dab7a04bad1477c509c,153e27a62670b06cd0d6f24964177702
S,321,125,*,*,*,*,*,34fa3bd902e1540b9b56e171fc479200,*
S,322,125,*,*,*,*,*,35195b012edabbfa8d305745dcafd74b,*
S,323,125,*,*,*,*,*,353252e065df4206cb848c52501b58f3,*
S,324,125,*,*,*,*,*,35bc9e528becbcc467b31bb8874437c3,*
S,325,125,*,*,*,*,*,35d2d45ec5e195b556b9894f1279e7ce,*
S,326,125,*,*,*,*,*,361781c804a39dbd328229a23948aaf8,*
H,219,125,97.6,+,0,0,125M,363949a85e4f3dac59b6d96b0b8a8585,1ffe49f4932b8c78bda416ad1ea0b85e
S,327,94,*,*,*,*,*,367518288f8e18404f1997fc47f16f6e,*
H,165,125,97.6,+,0,0,125M,368e0fe928ad2461c9ff8f6d8fe5dc45,159baeb30eedc122c2cd7cf70a3bf659
H,249,51,100,+,0,0,49M2D,3694c8fdc33752849f5fda6c8eb61ebb,2504ea7124d70d9b6fe12396d0d8d611
S,328,125,*,*,*,*,*,372adf1033af7d46a3296f1eebd1a9d2,*
H,238,72,98.4,+,0,0,61M11D,3741479b05c408afcf37180b2077dd14,2323f2ebdf27fbcf134aabeeaf69c520
S,329,38,*,*,*,*,*,374f42f0d9e16b33073fa8cb814dc37a,*
H,258,125,99.2,+,0,0,125M,376352de60ae9b66cee0bb7e20292646,2780b714d969716a089d2b4f34e07e3e
S,330,125,*,*,*,*,*,378d5a1a9b114d114cf4b0ebecc77ff7,*
S,331,125,*,*,*,*,*,380ef8cd800b8ab2f2edd9759ccbcd8d,*
H,101,93,100,+,0,0,93M32I,382a83f704478a3b9b6874059edb0cf7,0c7494841b96d3a71d92b42f3aa6dd95
H,42,125,99.2,+,0,0,125M,382be17f30bb55bb3bb5bed0c3788867,0555bd1decac01056a90695037b6af77
S,332,39,*,*,*,*,*,384eddeb37990b1c9d95b90d6dbcaf9b,*
S,333,125,*,*,*,*,*,3858261638db54e140f3378e02ca7ade,*
S,334,58,*,*,*,*,*,38677a1b5a39c502204db21396e2437b,*
S,335,61,*,*,*,*,*,38cb6a46752424d8f5b2244cec2df560,*
S,336,125,*,*,*,*,*,38d9597e700ca123fa240d6b5d185323,*
H,34,51,100,+,0,0,49M2D,38eaab09e3b1032297edd080a55756a3,038d8b9bbee28e7274ff6e75aadeed55
S,337,124,*,*,*,*,*,38f880a5782481b1b3fdef7bc432c2fe,*
S,338,125,*,*,*,*,*,3914e704035123e6760a24bd453ee0c1,*
S,339,125,*,*,*,*,*,3933cd61c9a3483b8272a9d08e0c97ae,*
H,127,125,100,+,0,0,26I28M97D,3949776aaba2c053ab33bb48d7f7af64,1120b3eb84459f1d3dd4274fb03b4b69
S,340,125,*,*,*,*,*,39b27a48f448406a4a80ddf2092fd046,*
S,341,125,*,*,*,*,*,39c702ef233f49cfc510c516c50b3c47,*
S,342,53,*,*,*,*,*,39ddacf82435ca33ee20931204789a27,*
H,80,125,98.6,+,0,0,69M56D,39e81c0d707c144db5cc7bc17f043d63,0a0b3934d798e87920c517b44a76f1bc
S,343,125,*,*,*,*,*,3a0151e3d8ad86049ade90ff1612cb93,*
S,344,125,*,*,*,*,*,3a176aaabe321670c275944cf3d63c90,*
S,345,39,*,*,*,*,*,3a6d57f8c45dd208bf40608c2f2550bd,*
S,346,125,*,*,*,*,*,3ab6a557a33d851a57f77369bf5b1fca,*
S,347,124,*,*,*,*,*,3ae29f0b431ecacd99658dcf7310278f,*
H,278,125,99.2,+,0,0,125M,3ae30317cdc37314dcc0c8781979ce78,2ab90a26b409d05c76ac14dbf1eef009
S,348,125,*,*,*,*,*,3af69fbfad8c02ce5acd05dca7288532,*
S,349,60,*,*,*,*,*,3b18861828e52b03b34ff17d20f24ee5,*
H,64,82,100,+,0,0,25D57M68I,3b3bf9696e2232ac9abd346e341a85c5,07cea270d0ca22d909c54763cef565d9
H,177,125,97.6,+,0,0,125M,3b687adc5ace3f5cea4c5b8324c00c2f,18a5ae8e443f5393980c4462a07e6dba
S,350,125,*,*,*,*,*,3ba23abc6f3d2ccab9ef7d71287f0253,*
S,351,125,*,*,*,*,*,3bbd186445e8c086f6cc88ae64d7caad,*
S,352,125,*,*,*,*,*,3bd29a86b95a3ff3aae8d1b8cd0af31b,*
S,353,125,*,*,*,*,*,3bf739afead073ed8f1be5a25cb72e81,*
S,354,125,*,*,*,*,*,3c0a6bd7c8c8823f653d479b40e65454,*
S,355,125,*,*,*,*,*,3c267e17ce3573bffb793e74921588d0,*
S,356,125,*,*,*,*,*,3c54514f931d2af5a4e9cb2d29d43ce0,*
H,134,96,98.4,+,0,0,61M35D,3c58845cd2635473a2352d88e986ff3d,11b243d61793800b6f802e876a8f2047
S,357,53,*,*,*,*,*,3c738d6e2ea6aeaff894c33cd4d268df,*
H,355,125,100,+,0,0,D124MI,3cbdb4e91831d36cafbfc264841dc13d,3c267e17ce3573bffb793e74921588d0
S,358,125,*,*,*,*,*,3d02a51b9870842704cbc1b01dbef13c,*
S,359,35,*,*,*,*,*,3d0b2dc6074861c81acae175e9c6270e,*
H,6,125,99.2,+,0,0,125M,3d32565d2c5ae6f59a6d21166982d3b3,00a0824770ac864894f51a893f2d7a28
S,360,125,*,*,*,*,*,3d5d923d966bfd898858da8846d6ce7e,*
H,321,125,97.6,+,0,0,125M,3d6316759568a75792ade34c4af911d5,34fa3bd902e1540b9b56e171fc479200
S,361,125,*,*,*,*,*,3d7ac5d14cafd9b22abcb8512c3af6dc,*
H,51,125,99.2,+,0,0,125M,3da8a88111dc788d9a4bd3a64d2efe71,06489a47d7aca202a8884bcd1edd3770
S,362,125,*,*,*,*,*,3dbad0ee08dc0848da79366adf35bd85,*
H,16,125,98.4,+,0,0,125M,3dd9cdc8cd5a402a2059631ef0977400,01955224fb6a90a09007cb1c79bd6ccb
S,363,125,*,*,*,*,*,3e34b8dfe809cb3b21fe3e2b2b8630ff,*
S,364,50,*,*,*,*,*,3e5cb737537db1151a1187733cfed710,*
H,19,49,100,+,0,0,49M5I,3e5dcab2ecd5b60e4829fd8b90014b37,01f4dd244d4d5066618e76ea9446270e
S,365,125,*,*,*,*,*,3e5df5ffcbbee77ca24df8a0154fc8d4,*
S,366,124,*,*,*,*,*,3e7edd3c09386490298a03e400b373e3,*
S,367,125,*,*,*,*,*,3efc28e9862023673172646edd95bbfe,*
H,16,125,98.4,+,0,0,125M,3f2831b84a6f0f722ac4cb5d22002d02,01955224fb6a90a09007cb1c79bd6ccb
S,368,125,*,*,*,*,*,3f2c589db4b57f92dc4e9528c654ccf8,*
H,348,125,98.4,+,0,0,125M,3f3ab5606ddd5debd2d86dcc632c758e,3af69fbfad8c02ce5acd05dca7288532
S,369,52,*,*,*,*,*,3f5fa6f6d9517dc3f111621ce764650c,*
H,246,124,98.4,+,0,0,124MI,3f90ee479a1d344534821f9353a8f26d,24503d7332e3ab84b88c0904b0f472e2
S,370,125,*,*,*,*,*,3faf813d9b4bebebf9ac3b647de121c7,*
S,371,125,*,*,*,*,*,3fbea9dc61876ca70ca9950545c59ccc,*
S,372,125,*,*,*,*,*,3fd0d368d043e7dfdd36d05f93272f52,*
S,373,125,*,*,*,*,*,4018bff661113b377ff92d8b893607d6,*
S,374,53,*,*,*,*,*,4059b205c3bbb646fe3f7047115b14c3,*
S,375,125,*,*,*,*,*,40600a47f1f3b97827c91d9d54a2d815,*
S,376,124,*,*,*,*,*,40667a66f0fe1dbaa4664013ff5c27fb,*
H,149,108,100,+,0,0,24D84M41I,408d2c8584ef94933304f8b44c609756,13867a85875bfb84645534b2b580feb6
H,219,125,97.6,+,0,0,125M,40afd59f4515bd29ea4f8379f5e2005b,1ffe49f4932b8c78bda416ad1ea0b85e
H,116,73,98.3,+,0,0,60M13D,40cfd3c60513e4aa551a1562d0ddf41b,0f1d0556f5725a947334c0068288c9af
S,377,60,*,*,*,*,*,40e2267a9dafd9b026c8a9e24d5467d7,*
S,378,125,*,*,*,*,*,40f6367422e1c0627981891e4b090028,*
S,379,48,*,*,*,*,*,414a375ab8846622addfd9f603f6560d,*
S,380,87,*,*,*,*,*,415c312f2bc57960390f28262d1477cc,*
H,249,60,100,+,0,0,49M11D,418ede03a3643061a272a4a88a008a42,2504ea7124d70d9b6fe12396d0d8d611
S,381,125,*,*,*,*,*,41ad47cd9d6fc47e088e760dfa3d4655,*
H,380,125,100,+,0,0,25I62M63D,41ad6cf43e8ece9483d683dadce4e8a4,415c312f2bc57960390f28262d1477cc
H,249,125,100,+,0,0,49M76D,41b26200072745a12c8f58e5fcc4bd6a,2504ea7124d70d9b6fe12396d0d8d611
S,382,125,*,*,*,*,*,41c24fc46bcd6c30d1545fac9c1bc3f4,*
H,376,125,99.2,+,0,0,124MD,41c469b78e433cda92c119093756f5a5,40667a66f0fe1dbaa4664013ff5c27fb
S,383,125,*,*,*,*,*,41ef124544e36f78133a35996a3abb4d,*
S,384,47,*,*,*,*,*,420d0df2df09e18b72f93ec9c53b4862,*
S,385,125,*,*,*,*,*,423405fb0145cc16c24ea4003df40dc9,*
H,71,125,98.4,+,0,0,125M,424d4b7d608a6acc98faa32b735debe2,08fa7c9053630246a245e00f48d29138
H,34,55,100,+,0,0,49M6D,4271d3d4fefbbe7486aa829f886f96ac,038d8b9bbee28e7274ff6e75aadeed55
H,5,125,97.6,+,0,0,125M,42bb86c5411951585310478987076f65,00804b6e5f04de12bea9e3b686b4201a
S,386,54,*,*,*,*,*,42c44f1b01859402848d3e800806a1ea,*
H,359,32,100,+,0,0,32M3I,43069e1981929deba55ffac821012716,3d0b2dc6074861c81acae175e9c6270e
H,321,125,97.6,+,0,0,125M,43161d44ee67866180b4f25cb5dec136,34fa3bd902e1540b9b56e171fc479200
S,387,53,*,*,*,*,*,4331b37fec77fada6f18c22fbedfeece,*
S,388,125,*,*,*,*,*,435d8e90e955dbb5b4f5a75696240a11,*
S,389,112,*,*,*,*,*,438fd3a360c9c6c5b0bea6967a04f8dc,*
S,390,125,*,*,*,*,*,43e844666bdc2b3eb40b17ffa412433a,*
H,152,125,97.6,+,0,0,93MI31MD,447d61664c7a70678d5178afb5aa337b,13a221882599211128cd2e854e2a8568
H,346,125,99.2,+,0,0,125M,44b0e9b7d47a1abfaabd92227afb5978,3ab6a557a33d851a57f77369bf5b1fca
H,80,87,100,+,0,0,69M18D,44c2465b2858063f1cfab67e9f6c4983,0a0b3934d798e87920c517b44a76f1bc
S,391,125,*,*,*,*,*,44c80a486ffbc9e3c0e6287fd6d5d486,*
H,379,65,97.6,+,0,0,23D42M6I,44f1e95031a1a9d21d2cab2cae311299,414a375ab8846622addfd9f603f6560d
S,392,125,*,*,*,*,*,44fc7de0e58c4eedf3daf0203c890d6d,*
H,8,39,100,+,0,0,39M86I,450f3eaa9da5533703423206aa35f400,00ae0ad6f49c4a2a35a53b215ae0b902
S,393,103,*,*,*,*,*,451297fd6fa01a930f028c5235f520e8,*
H,338,125,100,+,0,0,I124MD,4524b963f31636399d08f9f0241eb82d,3914e704035123e6760a24bd453ee0c1
S,394,125,*,*,*,*,*,45309f8e160e244321751af3c1c8faf8,*
S,395,125,*,*,*,*,*,453dc0638d351c4ce410f5e75b5865eb,*
H,5,125,97.6,+,0,0,125M,455fb9fcb60afbd6017259a5891baffb,00804b6e5f04de12bea9e3b686b4201a
H,286,107,98,+,0,0,2D51M54D,45752fb7639ca51e4ea97586140ec943,2c97198f28dbe20a5376369e4b321e53
S,396,125,*,*,*,*,*,457a94f3e90588e3f2579126abdb8de1,*
S,397,125,*,*,*,*,*,457c01c7fd1c475a1eff1671031ecf01,*
S,398,39,*,*,*,*,*,45b3dc069feac48bc449fdef5d3916da,*
H,312,107,100,+,0,0,53D49M5D,45da409098838f6a476ab392764c4694,31aca6c075e4cc2489425f1874f868c2
H,94,61,98.4,+,0,0,61M21I,46134c201298048b39d2e0304d78914e,0bc2155d719e35e422f97bba9927ef4c
S,399,125,*,*,*,*,*,4629bb406ac52f3a5314e7cae0925181,*
S,400,53,*,*,*,*,*,463852b0086f1410f04dbf25530413d3,*
S,401,125,*,*,*,*,*,468bfea56fb93cbf4136c7501436024e,*
H,134,96,98.4,+,0,0,61M35D,46944c72620d757113fa0e7137f58539,11b243d61793800b6f802e876a8f2047
S,402,55,*,*,*,*,*,469c4c0ac72aeff2ee9c2b4528ce3397,*
H,314,125,97.6,+,0,0,125M,469d0be02858f7f9485fb3fa8fca2027,327be2b39f22acc01a29542b29e1b796
S,403,125,*,*,*,*,*,46a4e3ff6a96e48d9dc7686b40c170a6,*
H,72,125,100,+,0,0,118M7D,46d500d38e0c35eb9646a8218718665e,091983ea773ccc62672d51214d83ccb7
S,404,125,*,*,*,*,*,46eedc5bfd172485955cf2dbc98cb3ee,*
S,405,124,*,*,*,*,*,47239f65b07e546032f417a9ee30d288,*
S,406,125,*,*,*,*,*,478997563c38595e7db9cc2bc4e94688,*
H,402,82,100,+,0,0,25I30M52D,47cd6ac213b4f42dae46cf0f3509cbf4,469c4c0ac72aeff2ee9c2b4528ce3397
S,407,125,*,*,*,*,*,47dcb6d58b29715049ba3db71835af59,*
S,408,125,*,*,*,*,*,47ebf13e0e2eec12837d7bdc322fab56,*
H,130,125,99.2,+,0,0,125M,482765320c8de95acd86671f20673267,11531a705d2b55c5c53cb90cf1ac4c62
S,409,125,*,*,*,*,*,484b4c081539bfed0fd8b755c0ca6f61,*
H,161,125,98.4,+,0,0,125M,48531953152a3955b2aadd8807a8cfc7,14f114d5cdb914725fba1a30871eebb3
H,100,125,100,+,0,0,D124MI,4880246af0db3540377848d793956763,0c54f5bd4575b376044dd4006f22af9a
S,410,125,*,*,*,*,*,49064cc0686663c6a04625322a2416cf,*
H,16,125,98.4,+,0,0,125M,4908ad7a911c1fc0c5988ab1a1eaad8a,01955224fb6a90a09007cb1c79bd6ccb
S,411,125,*,*,*,*,*,49168254bdc774294982fe43233df3cf,*
S,412,125,*,*,*,*,*,492a381c8f76ee93cc43cabbb1ca82d1,*
H,282,124,100,+,0,0,124MI,495c29e26290a590cd478c9e00298977,2bcbae0d3343b2cc172d071987b7b4e8
S,413,125,*,*,*,*,*,497949e529c0984cbd71ddaa01f01df1,*
H,71,125,97.6,+,0,0,125M,499887a2773b904b8c8784c66f45aa6a,08fa7c9053630246a245e00f48d29138
S,414,39,*,*,*,*,*,49a510eb84c9e7182aae5d1326867edf,*
S,415,125,*,*,*,*,*,49f05e737dd5d94c66391567380bb616,*
S,416,108,*,*,*,*,*,4a0d92a49644b0d9eca1af2fcd7e7d57,*
S,417,125,*,*,*,*,*,4a5fd16703f4941b0f144bce6cb4a2f1,*
S,418,51,*,*,*,*,*,4a7eb270f330bf7f1a69faf68e43e7b4,*
H,109,40,97.5,+,0,0,40M85I,4ab1ad0f5f4a9e51c3a93f87cd0c1441,0e3cf7f77d6677724631c8f71e5ed24a
S,419,125,*,*,*,*,*,4af3b0dede580eef2e39f96061496e5b,*
S,420,125,*,*,*,*,*,4afeb865821ffb303ccb392d8095a4f3,*
S,421,74,*,*,*,*,*,4affe02603582689e9d8b467384deb39,*
S,422,124,*,*,*,*,*,4b1c0cf0b0c49dafb51c6409138427f6,*
H,71,125,98.4,+,0,0,125M,4b4225ae500da864138bebc15092ccc5,08fa7c9053630246a245e00f48d29138
H,321,125,97.6,+,0,0,125M,4b722ebe1763b4f84867eec6b0a6991c,34fa3bd902e1540b9b56e171fc479200
S,423,125,*,*,*,*,*,4b9d0d4eb67266b9972b560903df1f55,*
S,424,125,*,*,*,*,*,4bde8399a1ec70e69c0982856b349c34,*
H,374,89,100,+,0,0,53M36D,4bec792186ed58e07b17926d38a212fb,4059b205c3bbb646fe3f7047115b14c3
S,425,125,*,*,*,*,*,4befdb3637370d25b7af6dce3800f3ac,*
H,72,125,98.3,+,0,0,2D118M5D,4c3f4d6aaed660aaab132e04b8d24128,091983ea773ccc62672d51214d83ccb7
H,174,39,100,+,0,0,39M10I,4c412e8e34820c0bdf5a6e1e6f28fa9d,18231222cec0a0ab776b5c5d12dc9c52
H,84,125,97.3,+,0,0,27I37M88D,4c928a4cee962534064a45e53df04996,0a76573d4b86889fa6b146057255cb4e
S,426,125,*,*,*,*,*,4c98b2bc36083e09df1e94cbff0118b6,*
S,427,125,*,*,*,*,*,4ca6d7ff38226e71d10ef3c3157bc74f,*
H,152,125,99.2,+,0,0,125M,4cdb94477383e52d9f27774e16e8e52b,13a221882599211128cd2e854e2a8568
H,117,125,97.6,+,0,0,125M,4d11b01414120603f5cf99f5a37516f1,0f409a4dcc5d10972b1da4b3b2b13ce3
H,166,125,99.2,+,0,0,125M,4d2f6aa0237efc28de37cf1c73e079e4,15aa6a1101770f9cae5561957c453bb5
H,296,52,100,+,0,0,2I52M12I,4d8595012e3162553ea40cf56956b2ee,2e9fe977b849167f443479f00d21d24b
S,428,125,*,*,*,*,*,4d85c1b54c32180e94cd8cdb4433b1a8,*
H,140,125,100,+,0,0,2D123M2I,4d8ba9ef8fdaa156b0a464b89271cb58,12be76d542db6f354ac927be0547d280
S,429,125,*,*,*,*,*,4da9638bd450e892c094f51da8b3a2bd,*
H,14,125,98.4,+,0,0,125M,4dafeefe8e83d5e4952828ec7992ccd3,01574e5286935f410c4f41ed8e92987b
S,430,125,*,*,*,*,*,4dc2035ec04587f79cd39b0416a148a0,*
H,0,125,99.2,+,0,0,125M,4dc368b23c5d8993ce8260b8dfad6106,0017403d00b909253775a83cb9df3818
S,431,125,*,*,*,*,*,4dd20a10b05e9fb1627424fde3da0714,*
H,16,125,98.4,+,0,0,125M,4dd6b9107372e109c98f6bd1651d1250,01955224fb6a90a09007cb1c79bd6ccb
S,432,125,*,*,*,*,*,4e2506acb59826e0a77da889e2bc10a8,*
S,433,35,*,*,*,*,*,4e7235fb4836b463fbddb54dda0bb98d,*
H,239,125,100,+,0,0,93M32D,4e8a39246a9e7a40b8aa207e109e29db,232f233f5db28fca6994c1ad32bd8b42
S,434,49,*,*,*,*,*,4e8e9233c19548f4e953a8cc5525fdf3,*
H,88,125,97.6,+,0,0,125M,4e926ad997b4248ec85886803300bd39,0ac8d26c9cdfdba2c1ea6f5ad3a5fe1a
S,435,38,*,*,*,*,*,4ecaea35c8af39bdb16f76fd7e12dd9d,*
S,436,125,*,*,*,*,*,4eccd2f7160d4d8a88f0ba96ab1b500a,*
